gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Label
MED21,483.9575427,-0.4847144,0.602095026,-0.805046345,0.420792936,0.757436648,
ND-19,1201.715941,-0.541749472,0.673385167,-0.804516492,0.421098748,0.757436648,
Pdha,1007.380889,1.537858021,1.908030831,0.805992228,0.42024733,0.757436648,
CG12155,402.4874707,1.373098915,1.705487987,0.805106178,0.420758411,0.757436648,
CG9170,16.41448976,3.031155939,3.759506486,0.80626432,0.420090459,0.757436648,
mt:ND4,55970.02082,-0.778254122,0.966148447,-0.805522303,0.420518341,0.757436648,
RNaseP:RNA,42.58110038,-1.61811923,2.012850845,-0.803894255,0.421458048,0.757843076,
Galphai,2178.501639,0.895106609,1.114836454,0.802903965,0.422030244,0.758645099,
CG3995,487.4549984,-1.297286069,1.616884513,-0.802336877,0.422358116,0.758840589,
CG3071,480.3980526,1.277200936,1.591965395,0.802279334,0.422391394,0.758840589,
BI-1,4207.362049,-0.346893337,0.433129042,-0.800900663,0.423189156,0.759273888,
CG44838,112.4405248,2.020049731,2.520797539,0.80135342,0.422927073,0.759273888,
Sox14,675.9943631,-1.484265384,1.851642993,-0.801593714,0.422788015,0.759273888,
CG17982,120.3478609,1.720368447,2.148378433,0.800775329,0.423261724,0.759273888,
E2f2,1051.720964,1.222048519,1.526088923,0.800771502,0.42326394,0.759273888,
Fkbp39,6340.335315,-0.275233492,0.343922113,-0.800278556,0.423549424,0.759559406,
Hr96,59.80898556,2.835747715,3.54616897,0.799665143,0.423904834,0.759820512,
CG17217,57.02368811,2.027695282,2.535915294,0.799591093,0.42394775,0.759820512,
CG32022,111.4966824,1.65682543,2.075885542,0.798129472,0.42479536,0.760351615,
pix,954.7802635,1.181412738,1.479838838,0.798338784,0.424673917,0.760351615,
Gs2,2642.874436,0.718687762,0.900802147,0.797830872,0.424968644,0.760351615,
CrebB,195.5275425,-1.631229714,2.043397685,-0.798292827,0.42470058,0.760351615,
wap,1550.794197,-0.918846122,1.15206076,-0.797567415,0.425121567,0.760351615,
Bka,732.04041,-0.399464559,0.500861963,-0.797554194,0.425129242,0.760351615,
Mpp6,90.93839271,1.754249219,2.195942677,0.798859295,0.424372004,0.760351615,
dj-1beta,957.952001,-0.614791339,0.771140289,-0.797249668,0.425306046,0.760441645,
Hrb98DE,2306.741657,1.323779899,1.661728855,0.796628099,0.425667053,0.760646396,
scny,231.8990141,1.4262546,1.790389591,0.796616897,0.425673561,0.760646396,
CG31549,1740.198086,-0.574687939,0.721775897,-0.796213813,0.42590777,0.760838807,
snRNP-U1-C,402.7999433,-0.597740083,0.751861741,-0.795013299,0.426605766,0.760841176,
Pgm1,652.0341729,-1.520656337,1.912178876,-0.795247953,0.426469283,0.760841176,
CG12237,765.1588888,0.734576706,0.92410534,0.794905812,0.426668293,0.760841176,
Rab35,334.4902013,0.965599646,1.213215778,0.795900996,0.426089582,0.760841176,
AlaRS,1221.742055,0.739951587,0.930669221,0.795074738,0.426570029,0.760841176,
l(2)37Cc,1925.665158,-0.469669205,0.590553429,-0.795303493,0.426436982,0.760841176,
snoRNA:nop5-x16-a,6.036700549,-3.003544856,3.780583762,-0.794465893,0.426924257,0.761071911,
bocks,465.8683325,-1.070587405,1.349005751,-0.793612188,0.427421235,0.761164028,
Rpn9,2749.554781,1.120376025,1.411823328,0.793566732,0.427447706,0.761164028,
Gnpnat,417.5128296,1.742299972,2.196965884,0.79304826,0.427749706,0.761164028,
CG12009,2166.522091,1.085154884,1.368358815,0.793033868,0.427758091,0.761164028,
Su(var)3-3,378.5874982,-1.471173688,1.852960173,-0.793958612,0.427219526,0.761164028,
Socs44A,193.2824935,1.978820004,2.496238462,0.792720741,0.427940543,0.761164028,
CG6145,384.058543,0.519083145,0.65505976,0.792421053,0.428115208,0.761164028,
Tmtc3,410.741555,-1.687984082,2.129863832,-0.792531455,0.428050858,0.761164028,
PIG-T,201.632999,1.665580811,2.101351681,0.792623541,0.427997189,0.761164028,
Mkrn1,2345.465923,-0.54690828,0.690595919,-0.791936738,0.428397564,0.761399673,
ERp60,9105.641254,0.285981228,0.36119715,0.79175937,0.428500997,0.761399673,
CG1951,469.7513456,1.982086757,2.506340417,0.790829028,0.429043768,0.7621389,
CG3634,243.4927416,1.19564986,1.512930898,0.790287158,0.429360085,0.762475543,
spz5,54.35240556,2.035354529,2.577755961,0.789583871,0.429770831,0.76297963,
agt,126.2308701,-1.48688501,1.883985839,-0.789223029,0.429981665,0.763128615,
mnd,331.2661412,1.315004901,1.667672852,0.788526898,0.430388571,0.763436372,
Pgi,1088.274053,1.152387608,1.461508374,0.788491964,0.430408997,0.763436372,
Dlc90F,2459.44438,-0.438741371,0.557061434,-0.787599615,0.43093094,0.763495561,
CG11504,245.8812839,1.693562526,2.149098216,0.788034029,0.430676802,0.763495561,
Rift,286.0631626,-1.448978143,1.8404303,-0.787304003,0.431103927,0.763495561,
CG30108,173.660031,0.941645202,1.196313544,0.787122411,0.431210211,0.763495561,
Vps35,586.0080711,1.700063659,2.159972478,0.787076537,0.431237063,0.763495561,
yellow-d2,46.16896032,2.139571837,2.7189338,0.786915752,0.431331186,0.763495561,
CG10166,1095.926336,-0.57109056,0.725390302,-0.787287283,0.431113713,0.763495561,
ND-13B,662.7720979,-0.450025394,0.572708576,-0.785784277,0.431993879,0.764443554,
lbm,54.80356373,2.321982718,2.955887306,0.785545076,0.432134053,0.764466625,
beta-Man,732.6490365,1.452920054,1.850263303,0.78525043,0.432306753,0.764547207,
CG11695,181.2472972,-1.663877297,2.120653873,-0.784605785,0.432684737,0.764990686,
CG11597,43.65150591,2.080864241,2.65300095,0.784343572,0.432838539,0.765001963,
Taz,1071.41704,-1.322271603,1.686690736,-0.783944309,0.433072789,0.765001963,
Nop60B,1967.961194,0.920672046,1.174124697,0.78413481,0.432961012,0.765001963,
RpL23A,3072.646896,-0.318834546,0.406973079,-0.783429082,0.433375184,0.765311301,
Prosbeta1,2844.373587,0.301187579,0.384714609,0.782885735,0.433694215,0.765363711,
Dredd,1044.255151,-1.28398022,1.640324951,-0.782759672,0.433768254,0.765363711,
hop,64.08418343,-1.552850018,1.983894209,-0.782728238,0.433786717,0.765363711,
ps,1890.988134,-0.535064145,0.684039111,-0.782212796,0.434089526,0.765673311,
CG9855,15.35861142,1.536191471,1.965308529,0.781654101,0.434417883,0.766027781,
Spase22-23,1797.634786,-0.686741713,0.87933727,-0.780976465,0.434816337,0.76628096,
Vha100-1,439.1717095,1.766642677,2.26149006,0.78118525,0.434693548,0.76628096,
Mt2,178.4087978,1.494026707,1.915236033,0.780074457,0.435347051,0.766991449,
Cnx99A,3718.609532,1.072019145,1.37583367,0.779177868,0.435874946,0.767696558,
CG42239,2023.41189,-0.303794162,0.390073784,-0.778812048,0.43609044,0.76785119,
CG5913,63.62705505,2.106512677,2.709919296,0.7773341,0.436961681,0.768260406,
lncRNA:CR43334,70.42637903,-1.089652654,1.401576755,-0.777447721,0.436894667,0.768260406,
csul,458.9001614,1.695952215,2.179935547,0.777982733,0.436579193,0.768260406,
CG7860,1159.13742,-0.524715604,0.674620029,-0.777794286,0.436690297,0.768260406,
RpL30,1319.36607,-0.312254887,0.401614324,-0.777499376,0.436864202,0.768260406,
CG8617,284.9759163,-1.804759343,2.323926075,-0.776599292,0.43739522,0.768797853,
CG17746,906.7344268,1.157366329,1.491640824,0.775901484,0.437807156,0.769297028,
CG16749,4.480428832,-2.942519861,3.797326361,-0.774892538,0.438403162,0.770119256,
CG6479,731.7916568,-0.652262223,0.842441049,-0.77425266,0.438781393,0.770558561,
CG5059,553.4893559,-0.902481942,1.167915045,-0.7727291,0.439682721,0.77079073,
apt,997.893358,0.710031723,0.918081523,0.773386355,0.439293763,0.77079073,
RpL7A,3939.08145,-0.314780291,0.40720472,-0.773027118,0.439506332,0.77079073,
Rbp1-like,83.29937712,1.346773724,1.741012927,0.773557567,0.439192474,0.77079073,
Pvr,131.6905121,-1.505006914,1.947524111,-0.772779606,0.439652825,0.77079073,
CG31855,477.374983,-0.429188958,0.555199628,-0.773035385,0.43950144,0.77079073,
CG7878,604.3542278,1.621271133,2.099084353,0.772370644,0.439894936,0.770937991,
CG42542,1144.502321,1.139727932,1.476763664,0.77177409,0.44024824,0.771332363,
CG2865,32.43468765,2.056463824,2.666607442,0.771191061,0.440593692,0.771712749,
Gfat1,4126.874705,-0.428321944,0.555652471,-0.770845027,0.440798795,0.771847162,
Sec31,477.8760713,-1.240434764,1.610307923,-0.770309049,0.44111659,0.772178764,
CG13272,339.0065953,1.380688743,1.793058612,0.770018746,0.441288773,0.772255353,
lncRNA:CR42862,1374.661119,-0.41672704,0.541779183,-0.769182451,0.441785007,0.772898821,
Vha26,3577.649198,0.49426988,0.643963841,0.767542909,0.442758792,0.772951425,
CG7943,246.531405,-1.470838539,1.916650558,-0.76740047,0.442843449,0.772951425,
CG10657,9.464717959,1.597678334,2.080007356,0.768111867,0.442420727,0.772951425,
CG14073,20.22342519,2.489505073,3.242019465,0.767887146,0.442554235,0.772951425,
stmA,436.8247775,1.17583728,1.530737395,0.768150882,0.442397551,0.772951425,
bonsai,277.1931993,1.301798682,1.693304722,0.768791739,0.442016954,0.772951425,
TH1,1250.30776,1.137194525,1.481648428,0.767519813,0.442772518,0.772951425,
e(y)1,244.7546327,0.985992603,1.284666858,0.767508398,0.442779302,0.772951425,
ben,2697.579298,-0.451086574,0.588442959,-0.766576551,0.443333322,0.773581911,
Rheb,1010.150643,-0.489934896,0.640568256,-0.76484417,0.444364342,0.774547798,
CG11357,445.7314078,-1.314116446,1.717375909,-0.765188587,0.444159255,0.774547798,
CG3408,1165.627128,-0.529071374,0.692250036,-0.764277857,0.444701678,0.774547798,
verm,32972.39811,0.364790841,0.477314728,0.764256411,0.444714456,0.774547798,
mago,2083.086814,0.312503449,0.408965237,0.764132059,0.444788549,0.774547798,
Cpr31A,222.6466592,-1.976361556,2.585160897,-0.76450234,0.444567943,0.774547798,
Utx,214.7005774,-1.044880307,1.365436895,-0.76523515,0.444131533,0.774547798,
CG15602,44.67948623,2.770340331,3.628426437,0.763510127,0.445159225,0.774968853,
ABCD,1163.577761,-0.743849741,0.974731586,-0.763132899,0.445384142,0.77513599,
Sil1,371.1077707,-1.226558747,1.608752348,-0.762428567,0.445804262,0.775642659,
CG43861,89.62997876,1.429035542,1.874881155,0.7622006,0.445940288,0.775654889,
Stoml2,746.7659284,1.092942737,1.434875948,0.761698416,0.446240021,0.775727449,
br,1356.278196,-0.617260946,0.810286756,-0.761780866,0.446190802,0.775727449,
por,126.2742639,-1.199174351,1.576758644,-0.760531332,0.446937048,0.776714587,
Dref,1197.864072,0.895770037,1.178561293,0.76005384,0.447222403,0.776985931,
CR42875,127.5720756,-1.591141189,2.094486642,-0.759680753,0.447445436,0.776998881,
scramb1,717.8713368,1.463111186,1.92668518,0.759392972,0.447617516,0.776998881,
ReepA,439.356731,-0.368748785,0.485469325,-0.759571751,0.44751061,0.776998881,
CG17574,444.8304554,-0.917289315,1.209276416,-0.758543955,0.44812541,0.777601682,
CG6583,1841.828243,-0.388775766,0.512639672,-0.758380178,0.448223421,0.777601682,
CBP,769.9499417,1.267861149,1.674178987,0.757303227,0.448868218,0.778495701,
CG9577,528.0720952,-0.640113488,0.845542121,-0.757045062,0.449022866,0.778539358,
Pih1D1,299.4202619,0.591589825,0.782596971,0.755931657,0.449690173,0.779254712,
CG17544,123.7669783,1.910077406,2.526810725,0.755924212,0.449694636,0.779254712,
UbcE2H,117.2865339,1.535269241,2.038598649,0.753100293,0.451389648,0.781966567,
Hus1-like,430.8749746,-1.20623933,1.602774948,-0.752594325,0.451693729,0.782042727,
CG11873,64.10982961,1.143164687,1.518646291,0.752752431,0.451598697,0.782042727,
CG31109,61.72176552,1.919045439,2.5552033,0.751034346,0.452631986,0.782853387,
Rint1,109.8991587,2.23834906,2.979117697,0.7513463,0.452444271,0.782853387,
TTLL12,409.1642629,1.646532746,2.192599593,0.750950037,0.452682725,0.782853387,
Ns4,576.6212174,1.610968027,2.145088811,0.751002951,0.45265088,0.782853387,
woc,327.7014048,-1.405348598,1.87362077,-0.750070997,0.453211946,0.782981157,
CG14132,643.5771654,0.566909174,0.755423311,0.750452317,0.452982332,0.782981157,
CG40486,348.5030477,2.610519907,3.480102366,0.750127333,0.453178019,0.782981157,
Pp2A-29B,4074.135644,0.956007866,1.274741389,0.749962207,0.453277467,0.782981157,
CG9590,214.4703048,1.623441954,2.166221905,0.749434742,0.453595218,0.783147019,
Vta1,230.1554342,1.85526212,2.475761061,0.749370426,0.453633971,0.783147019,
CG1635,19.31023994,2.040025231,2.723999576,0.748908058,0.453912624,0.783335167,
Khc,666.6069449,1.653762498,2.208676302,0.748757297,0.454003502,0.783335167,
Cbl,337.18308,1.330533033,1.778083817,0.748296014,0.454281628,0.783590198,
Cyt-c1,7129.951295,-0.21656801,0.28965518,-0.747675253,0.454656062,0.784011155,
Sbat,199.442122,-0.438754203,0.587238526,-0.747148192,0.454974113,0.784334673,
Arp1,1273.635791,-0.421757719,0.56513725,-0.746292549,0.455490711,0.784765171,
Pop2,941.9380051,1.295938603,1.736982497,0.746086161,0.455615369,0.784765171,
CG16979,247.8693904,1.16140973,1.55636262,0.746233375,0.45552645,0.784765171,
Usp7,162.7590484,1.339049936,1.7955014,0.745780502,0.45580002,0.784858396,
Alg1,502.0792,1.278664248,1.716594957,0.744884076,0.456341803,0.785341517,
PRL-1,320.4963071,1.164125518,1.562609886,0.744987939,0.456279011,0.785341517,
trbd,72.0209003,1.480830478,1.989096563,0.744473901,0.456589825,0.785366505,
Ns1,500.8571081,1.298516252,1.746339779,0.743564493,0.457139991,0.785366505,
CG12093,530.0787506,-1.219166868,1.639397221,-0.743667766,0.457077495,0.785366505,
MED18,758.2747149,-1.449796144,1.948289954,-0.744137771,0.45679313,0.785366505,
lid,86.74680114,1.517652909,2.039940285,0.743969282,0.456895059,0.785366505,
vig,2895.70287,0.497500789,0.669020725,0.743625377,0.457103146,0.785366505,
fray,359.0614993,1.401552304,1.885689377,0.743257252,0.457325947,0.785461559,
Ubi-p63E,345.3247807,1.292907548,1.741238671,0.742521729,0.457771292,0.786001935,
CG4266,114.6860495,2.023696386,2.72782708,0.741871213,0.458165369,0.786454,
Mi-2,264.4226708,-1.958510571,2.641068879,-0.741559823,0.458354073,0.78655338,
CG8031,976.2131648,0.45109494,0.610496202,0.738898846,0.459968423,0.787434754,
jvl,104.163535,1.345257692,1.821218929,0.738657868,0.460114775,0.787434754,
CG11771,165.7992034,1.842899303,2.492399868,0.739407559,0.459659554,0.787434754,
Sce,321.5855591,1.60512755,2.173335059,0.738555034,0.460177237,0.787434754,
Nedd4,106.8157623,1.586202738,2.143817486,0.739896352,0.459362888,0.787434754,
Fibp,219.601122,-1.156570514,1.564464127,-0.739275829,0.459739524,0.787434754,
qkr58E-3,853.6699397,0.434786776,0.587560156,0.739986828,0.459307987,0.787434754,
CalpC,615.6124153,1.289097307,1.741321392,0.740298323,0.459118998,0.787434754,
d,121.3162897,1.177988408,1.592324598,0.739791629,0.459426439,0.787434754,
eEF1delta,3618.22638,-0.308704951,0.417886096,-0.738729895,0.460071029,0.787434754,
ghi,928.3061778,-0.567304739,0.76863672,-0.738066142,0.460474257,0.787718835,
Gapdh1,6419.514473,-0.249617536,0.338452586,-0.737525864,0.460802621,0.788056359,
Traf6,383.5334783,1.673510522,2.271191598,0.736842512,0.461218127,0.788542679,
CG4598,2211.178021,-0.304323389,0.41316573,-0.736564935,0.461386966,0.788607113,
CG1943,2106.557187,-0.480103371,0.653374431,-0.734805877,0.462457727,0.788763005,
CG11686,431.4056904,1.108542441,1.512399007,0.732969564,0.463576993,0.788763005,
dind,176.2167408,1.824112454,2.486688364,0.733550887,0.463222503,0.788763005,
betaTub97EF,417.0483135,1.613644105,2.197851645,0.73419155,0.462832003,0.788763005,
MED14,42.78655453,1.582600634,2.152811704,0.735131935,0.462259147,0.788763005,
Mppe,401.5879343,-1.176050204,1.603779033,-0.733299401,0.46337584,0.788763005,
Dera,691.7578862,-0.341670283,0.464499494,-0.735566533,0.461994536,0.788763005,
mEFTu1,3620.867734,0.35872969,0.489349177,0.733075085,0.463512635,0.788763005,
LamC,1064.352849,1.126130623,1.534295955,0.733972229,0.462965664,0.788763005,
CG30414,88.39355086,-1.951348977,2.660048702,-0.73357641,0.463206943,0.788763005,
PIG-K,851.3857892,-0.644695983,0.878932237,-0.733499075,0.463254092,0.788763005,
CG3626,196.2054167,1.874776877,2.557221237,0.733130497,0.463478841,0.788763005,
CG31957,367.9579092,-0.605544382,0.82426155,-0.73465077,0.46255221,0.788763005,
Pex19,751.7250032,-0.396302235,0.539409124,-0.734696944,0.462524082,0.788763005,
RtGEF,74.70628286,2.587469699,3.519644463,0.735150873,0.462247615,0.788763005,
CG9248,484.8100259,1.106727912,1.509547866,0.733151917,0.463465778,0.788763005,
CG30184,53.01073779,-2.27497837,3.107624478,-0.732063474,0.464129827,0.78948024,
Ythdf,936.3139615,1.143427366,1.563164574,0.731482395,0.464484554,0.789860188,
qsm,3650.469045,0.25720202,0.351938658,0.730814915,0.464892212,0.790208601,
CG3163,316.4332991,-2.096812902,2.870374506,-0.730501507,0.465083692,0.790208601,
CG9689,1649.649582,-0.316631248,0.433327265,-0.730697729,0.464963803,0.790208601,
TM9SF4,2222.226343,0.503179796,0.689086243,0.730213092,0.465259941,0.790284754,
Cirl,1882.276643,-0.505130178,0.692665538,-0.729255536,0.465845366,0.791055686,
Ada2b,268.2308839,1.80954977,2.484548794,0.728321285,0.466416936,0.79157918,
RhoGDI,9156.709878,-0.347466351,0.47701656,-0.728415697,0.466359157,0.79157918,
Surf6,455.0372467,1.031355477,1.418282693,0.727186112,0.467111953,0.791864723,
CG7407,241.7506137,-1.367480303,1.8794362,-0.727601343,0.466857658,0.791864723,
cg,1409.35961,-0.425309075,0.584704323,-0.727391705,0.466986034,0.791864723,
eIF4G1,3016.472767,0.367101908,0.504644466,0.727446615,0.466952407,0.791864723,
CG13901,418.6629011,-1.459228475,2.009391363,-0.726204214,0.467713589,0.792437817,
Phm,934.7517756,-0.73673876,1.014501904,-0.72620737,0.467711654,0.792437817,
ssp,611.4940334,-1.386213976,1.909798969,-0.725842876,0.467935099,0.792589789,
CG2017,116.8194781,2.504424678,3.451964535,0.725507071,0.468141009,0.792715259,
CG33969,362.0981613,-1.07217312,1.479019107,-0.724921751,0.468500036,0.793099865,
mRpS30,832.6995045,1.058442671,1.461908341,0.724014387,0.469056903,0.79381907,
CG17141,321.0222056,-0.747036801,1.032200833,-0.723732027,0.469230267,0.793889025,
Vps37B,1028.373291,-0.493199764,0.682103952,-0.7230566,0.469645111,0.794143998,
CG5886,333.4240483,1.238402373,1.712620044,0.723103982,0.469616003,0.794143998,
Uba5,1231.307037,1.046055931,1.447304337,0.722761553,0.469826392,0.794227184,
CG14985,817.357748,-1.369681323,1.898324978,-0.721520993,0.470589029,0.794869705,
PCB,733.0811071,-0.707362697,0.980700259,-0.721283277,0.470735244,0.794869705,
SelG,174.4024832,1.494402913,2.071529874,0.721400609,0.470663072,0.794869705,
CG17065,157.8371222,-1.3223099,1.832608944,-0.721545043,0.470574238,0.794869705,
fw,33.06268546,2.091470757,2.901635403,0.720790336,0.471038522,0.795158516,
Nmda1,632.5555951,1.044258508,1.449882768,0.720236513,0.471379387,0.795287388,
CG6388,734.3898732,-1.039790993,1.443584491,-0.720284125,0.471350077,0.795287388,
Act42A,46078.34152,0.287200396,0.399102978,0.719614765,0.471762219,0.795528586,
CG11180,224.8283384,1.074039833,1.493049538,0.719359811,0.471919253,0.795528586,
Ns3,979.6790443,0.422195687,0.586788695,0.719502081,0.471831621,0.795528586,
chb,138.6404201,0.740245972,1.030069281,0.718637072,0.472364566,0.795632546,
CG8326,88.82143152,1.55927462,2.169831695,0.718615469,0.47237788,0.795632546,
Glt,70.35834433,-1.005491089,1.398998686,-0.718721968,0.472312245,0.795632546,
Kmn2,34.57474213,-1.454349307,2.028728165,-0.716877368,0.473449768,0.79719372,
